,Type,Price,Location,Baths,Area,Beds
10887,House,PKR90 Thousand,"Airport Road, Lahore, Punjab",5,10 Marla,5
10888,Flat,PKR35 Thousand,"Cavalry Ground, Lahore, Punjab",1,3 Marla,1
10889,Flat,PKR40 Thousand,"Cavalry Ground, Lahore, Punjab",2,3 Marla,2
10890,Flat,PKR35 Thousand,"Cavalry Ground, Lahore, Punjab",1,3 Marla,1
10891,Upper Portion,PKR85 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3
10892,Lower Portion,PKR13 Thousand,"Immad Garden Housing Scheme, Lahore, Punjab",2,4 Marla,2
10893,House,PKR35 Thousand,"DHA 11 Rahbar, Lahore, Punjab",2,5 Marla,2
10894,House,PKR1 Lakh,"Canal View, Lahore, Punjab",5,1 Kanal,5
10895,House,PKR40 Thousand,"Canal View, Lahore, Punjab",2,10 Marla,2
10896,Flat,PKR40 Thousand,"Canal View, Lahore, Punjab",2,5 Marla,2
10897,House,PKR60 Thousand,"Jail Road, Lahore, Punjab",5,3 Marla,4
10898,Upper Portion,PKR45 Thousand,"Canal Garden, Lahore, Punjab",4,10 Marla,3
10899,House,PKR1 Lakh,"Wapda Town, Lahore, Punjab",5,10 Marla,6
10900,Lower Portion,PKR20 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",-,4 Marla,1
10901,Lower Portion,PKR25 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",2,5 Marla,2
10902,Upper Portion,PKR20 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",-,3.5 Marla,2
10903,House,PKR32 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",-,3 Marla,3
10904,Upper Portion,PKR50 Thousand,"Canal View, Lahore, Punjab",2,1 Kanal,2
10905,Lower Portion,PKR80 Thousand,"Canal View, Lahore, Punjab",2,1.1 Kanal,2
10906,Upper Portion,PKR60 Thousand,"Canal View, Lahore, Punjab",3,1 Kanal,3
10907,Upper Portion,PKR50 Thousand,"Canal View, Lahore, Punjab",2,1 Kanal,2
10908,Lower Portion,PKR23 Thousand,"Eden, Lahore, Punjab",1,3 Marla,2
10909,Lower Portion,PKR20 Thousand,"Eden, Lahore, Punjab",1,3 Marla,2
10910,House,PKR40 Thousand,"Eden, Lahore, Punjab",3,5 Marla,3
10911,Upper Portion,PKR35 Thousand,"Shadbagh, Lahore, Punjab",2,6 Marla,4
10912,Upper Portion,PKR35 Thousand,"Shadbagh, Lahore, Punjab",2,6 Marla,4
10913,Upper Portion,PKR55 Thousand,"Pak Arab Housing Society, Lahore, Punjab",3,5 Marla,3
10914,Upper Portion,PKR27 Thousand,"Pak Arab Housing Society, Lahore, Punjab",3,5 Marla,2
10915,Lower Portion,PKR45 Thousand,"Pak Arab Housing Society, Lahore, Punjab",3,10 Marla,2
10916,House,PKR85 Thousand,"Pak Arab Housing Society, Lahore, Punjab",6,10 Marla,5
10917,Lower Portion,PKR28 Thousand,"Izmir Town, Lahore, Punjab",-,5 Marla,-
10918,Upper Portion,PKR32 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,5 Marla,2
10919,Upper Portion,PKR40 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,3
10920,Upper Portion,PKR55 Thousand,"Township, Lahore, Punjab",4,1 Kanal,3
10921,Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1
10922,Lower Portion,PKR22 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",3,5.5 Marla,2
10923,Upper Portion,PKR65 Thousand,"Bahria Town, Lahore, Punjab",3,1 Kanal,3
10924,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
10925,House,PKR3.75 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
10926,House,PKR15 Lakh,"Gulberg, Lahore, Punjab",8,2.5 Kanal,8
10927,House,PKR1.9 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
10928,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
10929,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
10930,House,PKR80 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
10931,Upper Portion,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,2 Kanal,3
10932,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
10933,House,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
10934,House,PKR1.9 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,5
10935,Flat,PKR35 Thousand,"Cavalry Ground, Lahore, Punjab",-,3 Marla,-
10936,Flat,PKR22 Thousand,"Garden Town, Lahore, Punjab",1,3 Marla,1
10937,House,PKR90 Thousand,"Airport Road, Lahore, Punjab",-,12 Marla,-
10938,Upper Portion,PKR80 Thousand,"OPF Housing Scheme, Lahore, Punjab",2,1 Kanal,2
10939,Lower Portion,PKR54 Thousand,"Johar Town, Lahore, Punjab",3,12 Marla,2
10940,House,PKR3.5 Lakh,"Government Employees Cooperative Housing Society (GECHS), Lahore, Punjab",-,2.1 Kanal,-
10941,Room,PKR28 Thousand,"DHA Defence, Lahore, Punjab",1,2 Kanal,1
10942,Upper Portion,PKR38 Thousand,"DHA Defence, Lahore, Punjab",1,1 Kanal,1
10943,Upper Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
10944,Room,PKR25 Thousand,"Punjab Coop Housing Society, Lahore, Punjab",1,10 Marla,1
10945,Upper Portion,PKR55 Thousand,"DHA Defence, Lahore, Punjab",2,12 Marla,2
10946,Room,PKR30 Thousand,"DHA Defence, Lahore, Punjab",1,1 Kanal,1
10947,Room,PKR30 Thousand,"DHA Defence, Lahore, Punjab",1,1 Kanal,1
10948,House,PKR2.15 Lakh,"DHA Defence, Lahore, Punjab",7,1 Kanal,6
10949,Flat,PKR30 Thousand,"Labor Colony, Lahore, Punjab",1,3 Marla,2
10950,Upper Portion,PKR80 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",5,1 Kanal,5
10951,Lower Portion,PKR1.87 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
10952,Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1
10953,Upper Portion,PKR55 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,2
10954,Upper Portion,PKR39 Thousand,"Bahria Town, Lahore, Punjab",2,10 Marla,3
10955,Upper Portion,PKR31 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,2
10956,House,PKR5 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,5
10957,House,PKR2.25 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
10958,House,PKR1.35 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
10959,Lower Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
10960,House,PKR25 Thousand,"Harbanspura, Lahore, Punjab",3,2.5 Marla,3
10961,House,PKR2.3 Lakh,"Gulberg, Lahore, Punjab",6,1 Kanal,6
10962,House,PKR2.5 Lakh,"Cantt, Lahore, Punjab",5,1 Kanal,5
10963,Flat,PKR28 Thousand,"Samanabad, Lahore, Punjab",2,2.5 Marla,2
10964,Room,PKR35 Thousand,"DHA Defence, Lahore, Punjab",-,16 Marla,1
10965,Flat,PKR1.75 Lakh,"DHA Defence, Lahore, Punjab",1,8 Marla,-
10966,Upper Portion,PKR28 Thousand,"Model Town, Lahore, Punjab",2,5 Marla,2
10967,House,PKR1.15 Lakh,"Jail Road, Lahore, Punjab",5,13 Marla,5
10968,House,PKR2.2 Lakh,"Askari, Lahore, Punjab",6,17 Marla,5
10969,Upper Portion,PKR32 Thousand,"Rizwan Garden Scheme, Lahore, Punjab",3,8 Marla,3
10970,Flat,PKR20 Thousand,"Johar Town, Lahore, Punjab",1,1.7 Marla,1
10971,House,PKR40 Thousand,"Rizwan Garden Scheme, Lahore, Punjab",5,5 Marla,4
10972,House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",5,15 Marla,4
10973,House,PKR2.45 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
10974,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
10975,Flat,PKR20 Thousand,"Eden, Lahore, Punjab",1,3 Marla,3
10976,House,PKR90 Thousand,"Eden, Lahore, Punjab",3,10 Marla,3
10977,House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",6,5 Marla,4
10978,House,PKR40 Thousand,"Al Rehman Garden, Lahore, Punjab",6,6 Marla,4
10979,Flat,PKR70 Thousand,"Askari, Lahore, Punjab",5,12 Marla,4
10980,Upper Portion,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
10981,House,PKR1.5 Lakh,"Shadman, Lahore, Punjab",5,10 Marla,5
10982,House,PKR4 Lakh,"DHA Defence, Lahore, Punjab",7,2 Kanal,6
10983,House,PKR79 Thousand,"Wapda Town, Lahore, Punjab",4,10 Marla,4
10984,Room,PKR12 Thousand,"Eden, Lahore, Punjab",1,3 Marla,1
10985,Flat,PKR18 Thousand,"Central Park Housing Scheme, Lahore, Punjab",1,5 Marla,1
10986,Lower Portion,PKR73 Thousand,"PCSIR Staff Colony, Lahore, Punjab",3,16 Marla,2
10987,Flat,PKR25 Thousand,"Central Park Housing Scheme, Lahore, Punjab",2,8 Marla,2
10988,House,PKR1.1 Lakh,"Askari, Lahore, Punjab",4,10 Marla,4
10989,House,PKR2.1 Lakh,"Askari, Lahore, Punjab",6,17 Marla,5
10990,Flat,PKR85 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
10991,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
10992,Flat,PKR95 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
10993,Upper Portion,PKR85 Thousand,"Cantt, Lahore, Punjab",2,1.6 Kanal,2
10994,House,PKR1.1 Lakh,"Askari, Lahore, Punjab",4,10 Marla,3
10995,House,PKR1.75 Lakh,"Askari, Lahore, Punjab",6,17 Marla,5
10996,Lower Portion,PKR35 Thousand,"LDA Avenue, Lahore, Punjab",2,10 Marla,2
10997,Lower Portion,PKR20 Thousand,"Tariq Gardens, Lahore, Punjab",1,3 Marla,1
10998,House,PKR65 Thousand,"Canal Garden, Lahore, Punjab",3,5 Marla,2
10999,Flat,PKR45 Thousand,"Bahria Town, Lahore, Punjab",1,2 Marla,1
11000,Flat,PKR45 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
11001,Flat,PKR45 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
11002,Lower Portion,PKR28 Thousand,"Habib Homes, Lahore, Punjab",2,6 Marla,2
11003,House,PKR75 Thousand,"TIP Housing Society, Lahore, Punjab",4,9 Marla,4
11004,House,PKR53 Thousand,"State Life Housing Society, Lahore, Punjab",4,5 Marla,3
11005,House,PKR75 Thousand,"TIP Housing Society, Lahore, Punjab",4,9 Marla,4
11006,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
11007,Upper Portion,PKR80 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",4,1.5 Kanal,3
11008,Lower Portion,PKR25 Thousand,"Park View City, Lahore, Punjab",2,5 Marla,2
11009,Flat,PKR1 Lakh,"DHA Defence, Lahore, Punjab",2,4.4 Marla,1
11010,Upper Portion,PKR37 Thousand,"Model Town, Lahore, Punjab",2,5 Marla,2
11011,Room,PKR6 Thousand,"Shershah Colony - Raiwind Road, Lahore, Punjab",4,5.7 Marla,2
11012,House,PKR60 Thousand,"Johar Town, Lahore, Punjab",4,5 Marla,3
11013,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
11014,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
11015,House,PKR2.25 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
11016,House,PKR50 Thousand,"Naz Town, Lahore, Punjab",3,10 Marla,3
11017,House,PKR50 Thousand,"Naz Town, Lahore, Punjab",3,10 Marla,3
11018,House,PKR50 Thousand,"Naz Town, Lahore, Punjab",3,10 Marla,3
11019,House,PKR1.1 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
11020,House,PKR22 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,2 Marla,2
11021,Lower Portion,PKR27 Thousand,"Lytton Road, Lahore, Punjab",2,5 Marla,2
11022,Upper Portion,PKR33 Thousand,"Model Town, Lahore, Punjab",2,5 Marla,2
11023,Upper Portion,PKR30 Thousand,"Mozang, Lahore, Punjab",2,5 Marla,3
11024,Upper Portion,PKR36 Thousand,"Model Town, Lahore, Punjab",3,6 Marla,3
11025,Flat,PKR1.1 Lakh,"Askari, Lahore, Punjab",4,12 Marla,4
11026,Flat,PKR1.25 Lakh,"Askari, Lahore, Punjab",4,12 Marla,4
11027,House,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
11028,Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
11029,Flat,PKR90 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
11030,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
11031,House,PKR1.85 Lakh,"DHA Defence, Lahore, Punjab",-,1 Kanal,5
11032,Upper Portion,PKR50 Thousand,"Tariq Gardens, Lahore, Punjab",3,10 Marla,3
11033,House,PKR95 Thousand,"Bahria Town, Lahore, Punjab",6,10 Marla,5
11034,Flat,PKR44 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
11035,Upper Portion,PKR43 Thousand,"Bahria Town, Lahore, Punjab",4,10 Marla,3
11036,Upper Portion,PKR50 Thousand,"Tariq Gardens, Lahore, Punjab",3,10 Marla,3
11037,House,PKR1 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
11038,Upper Portion,PKR40 Thousand,"Bahria Town, Lahore, Punjab",4,10 Marla,3
11039,Lower Portion,PKR23 Thousand,"Gosha-e-Ahbab, Lahore, Punjab",2,5 Marla,2
11040,House,PKR24 Thousand,"Marghzar Officers Colony, Lahore, Punjab",2,4 Marla,3
11041,Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
11042,Upper Portion,PKR27 Thousand,"Eden, Lahore, Punjab",1,5 Marla,2
11043,House,PKR45 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,3.5 Marla,3
11044,Upper Portion,PKR25 Thousand,"Asim Town, Lahore, Punjab",3,10 Marla,3
11045,Flat,PKR40 Thousand,"State Life Housing Society, Lahore, Punjab",1,4.1 Marla,2
11046,Upper Portion,PKR38 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
11047,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
11048,Upper Portion,PKR80 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",4,1.5 Kanal,3
11049,Lower Portion,PKR25 Thousand,"Park View City, Lahore, Punjab",2,5 Marla,2
11050,Flat,PKR1 Lakh,"DHA Defence, Lahore, Punjab",2,4.4 Marla,1
11051,Upper Portion,PKR37 Thousand,"Model Town, Lahore, Punjab",2,5 Marla,2
11052,Room,PKR6 Thousand,"Shershah Colony - Raiwind Road, Lahore, Punjab",4,5.7 Marla,2
11053,House,PKR60 Thousand,"Johar Town, Lahore, Punjab",4,5 Marla,3
11054,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
11055,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
11056,House,PKR2.25 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
11057,House,PKR50 Thousand,"Naz Town, Lahore, Punjab",3,10 Marla,3
11058,House,PKR50 Thousand,"Naz Town, Lahore, Punjab",3,10 Marla,3
11059,House,PKR50 Thousand,"Naz Town, Lahore, Punjab",3,10 Marla,3
11060,House,PKR1.1 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
11061,House,PKR22 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,2 Marla,2
11062,Lower Portion,PKR27 Thousand,"Lytton Road, Lahore, Punjab",2,5 Marla,2
11063,Upper Portion,PKR33 Thousand,"Model Town, Lahore, Punjab",2,5 Marla,2
11064,Upper Portion,PKR30 Thousand,"Mozang, Lahore, Punjab",2,5 Marla,3
11065,Upper Portion,PKR36 Thousand,"Model Town, Lahore, Punjab",3,6 Marla,3
11066,Flat,PKR1.1 Lakh,"Askari, Lahore, Punjab",4,12 Marla,4
11067,Flat,PKR1.25 Lakh,"Askari, Lahore, Punjab",4,12 Marla,4
11068,House,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
11069,Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
11070,Flat,PKR90 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
11071,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
11072,House,PKR1.1 Lakh,"Askari, Lahore, Punjab",4,10 Marla,4
11073,Flat,PKR25 Thousand,"Gulshan-e-Lahore, Lahore, Punjab",2,4 Marla,2
11074,Upper Portion,PKR80 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",5,1 Kanal,5
11075,Lower Portion,PKR22 Thousand,"Formanites Housing Scheme, Lahore, Punjab",1,5 Marla,1
11076,Lower Portion,PKR50 Thousand,"Formanites Housing Scheme, Lahore, Punjab",2,10 Marla,2
11077,Upper Portion,PKR45 Thousand,"Formanites Housing Scheme, Lahore, Punjab",3,10 Marla,3
11078,Lower Portion,PKR45 Thousand,"Formanites Housing Scheme, Lahore, Punjab",2,10 Marla,2
11079,Upper Portion,PKR50 Thousand,"Formanites Housing Scheme, Lahore, Punjab",3,10 Marla,3
11080,House,PKR50 Thousand,"Formanites Housing Scheme, Lahore, Punjab",3,5 Marla,3
11081,Upper Portion,PKR37 Thousand,"Model Town, Lahore, Punjab",3,5 Marla,2
11082,Upper Portion,PKR70 Thousand,"HBFC Housing Society, Lahore, Punjab",2,1 Kanal,2
11083,Upper Portion,PKR36 Thousand,"Jubilee Town, Lahore, Punjab",3,10 Marla,2
11084,House,PKR60 Thousand,"Canal Garden, Lahore, Punjab",5,5 Marla,4
11085,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,7
11086,House,PKR65 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
11087,Lower Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
11088,Lower Portion,PKR35 Thousand,"Punjab Coop Housing Society, Lahore, Punjab",2,5 Marla,2
11089,House,PKR58 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
11090,Lower Portion,PKR1.75 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,2
11091,House,PKR2.5 Lakh,"Model Town, Lahore, Punjab",5,1 Kanal,5
11092,House,PKR2.5 Lakh,"Model Town, Lahore, Punjab",6,1.3 Kanal,6
11093,Upper Portion,PKR80 Thousand,"Model Town, Lahore, Punjab",4,1 Kanal,3
11094,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
11095,House,PKR1.5 Lakh,"Askari, Lahore, Punjab",6,1 Kanal,5
11096,Lower Portion,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
11097,Flat,PKR75 Thousand,"Muslim Town, Lahore, Punjab",2,3.8 Marla,2
11098,House,PKR35 Thousand,"Ferozepur Road, Lahore, Punjab",3,5 Marla,5
11099,Upper Portion,PKR45 Thousand,"Punjab Govt Employees Society, Lahore, Punjab",3,10 Marla,3
11100,House,PKR2 Lakh,"Johar Town, Lahore, Punjab",6,1 Kanal,5
11101,Upper Portion,PKR60 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,1 Kanal,3
11102,Flat,PKR99 Thousand,"Cantt, Lahore, Punjab",1,1.3 Marla,1
11103,House,PKR65 Thousand,"Johar Town, Lahore, Punjab",3,5 Marla,3
11104,House,PKR31 Thousand,"Khayaban-e-Amin, Lahore, Punjab",2,5 Marla,3
11105,Upper Portion,PKR25 Thousand,"Tajpura, Lahore, Punjab",3,5 Marla,3
11106,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
11107,Upper Portion,PKR80 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",5,1 Kanal,5
11108,Upper Portion,PKR80 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,1 Kanal,3
11109,House,PKR2 Lakh,"Johar Town, Lahore, Punjab",6,1 Kanal,5
11110,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
11111,House,PKR48 Thousand,"Gulberg, Lahore, Punjab",2,8 Marla,3
11112,Upper Portion,PKR25 Thousand,"Gulberg, Lahore, Punjab",1,7 Marla,1
11113,Lower Portion,PKR42 Thousand,"Jubilee Town, Lahore, Punjab",2,10 Marla,2
11114,Upper Portion,PKR45 Thousand,"Jubilee Town, Lahore, Punjab",3,10 Marla,3
11115,House,PKR95 Thousand,"Jubilee Town, Lahore, Punjab",5,10 Marla,5
11116,House,PKR85 Thousand,"Jubilee Town, Lahore, Punjab",6,10 Marla,5
11117,House,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
11118,House,PKR1.2 Lakh,"Wapda Town, Lahore, Punjab",6,10 Marla,4
11119,Lower Portion,PKR60 Thousand,"Wapda Town, Lahore, Punjab",1,10 Marla,-
11120,House,PKR1.2 Lakh,"Wapda Town, Lahore, Punjab",-,10 Marla,-
11121,Upper Portion,PKR37 Thousand,"Model Town, Lahore, Punjab",3,5 Marla,2
11122,Upper Portion,PKR70 Thousand,"HBFC Housing Society, Lahore, Punjab",2,1 Kanal,2
11123,Upper Portion,PKR36 Thousand,"Jubilee Town, Lahore, Punjab",3,10 Marla,2
11124,House,PKR60 Thousand,"Canal Garden, Lahore, Punjab",5,5 Marla,4
11125,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,7
11126,House,PKR65 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
11127,Lower Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
11128,Lower Portion,PKR35 Thousand,"Punjab Coop Housing Society, Lahore, Punjab",2,5 Marla,2
11129,House,PKR58 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
11130,Lower Portion,PKR1.75 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,2
11131,House,PKR5 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
11132,House,PKR65 Thousand,"Punjab Coop Housing Society, Lahore, Punjab",4,5 Marla,3
11133,House,PKR6 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
11134,Farm House,PKR2.5 Lakh,"Bedian Road, Lahore, Punjab",3,4 Kanal,3
11135,Farm House,PKR2.5 Lakh,"Bedian Road, Lahore, Punjab",3,8 Kanal,2
11136,Farm House,PKR2 Lakh,"Bedian Road, Lahore, Punjab",3,5 Kanal,2
11137,Upper Portion,PKR55 Thousand,"Johar Town, Lahore, Punjab",2,10 Marla,2
11138,House,PKR52 Thousand,"Jubilee Town, Lahore, Punjab",4,5 Marla,4
11139,Flat,PKR30 Thousand,"Ichhra, Lahore, Punjab",1,5 Marla,2
11140,House,PKR70 Thousand,"OPF Housing Scheme, Lahore, Punjab",4,5 Marla,5
11141,House,PKR82 Thousand,"Raiwind Road, Lahore, Punjab",6,7 Marla,5
11142,Lower Portion,PKR99 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,3
11143,Upper Portion,PKR42 Thousand,"Bahria Orchard, Lahore, Punjab",1,8 Marla,2
11144,Upper Portion,PKR18 Thousand,"Eden, Lahore, Punjab",2,3 Marla,2
11145,House,PKR60 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,5 Marla,3
11146,House,PKR2.5 Lakh,"Shadman, Lahore, Punjab",6,1 Kanal,5
11147,Lower Portion,PKR35 Thousand,"Jan Muhammad Road, Lahore, Punjab",2,4.5 Marla,3
11148,Flat,PKR35 Thousand,"Revenue Society, Lahore, Punjab",2,10 Marla,2
11149,House,PKR2.6 Lakh,"Johar Town, Lahore, Punjab",6,1 Kanal,5
11150,Lower Portion,PKR50 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,10 Marla,2
11151,House,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
11152,Lower Portion,PKR2.5 Lakh,"Jail Road, Lahore, Punjab",4,2 Kanal,4
11153,Lower Portion,PKR27 Thousand,"Canal Garden, Lahore, Punjab",2,5 Marla,1
11154,Upper Portion,PKR45 Thousand,"Raiwind Road, Lahore, Punjab",3,1 Kanal,3
11155,House,PKR37 Thousand,"Marghzar Officers Colony, Lahore, Punjab",3,10 Marla,2
11156,House,PKR75 Thousand,"Formanites Housing Scheme, Lahore, Punjab",3,1 Kanal,3
11157,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",-,1 Kanal,-
11158,Flat,PKR35 Thousand,"Cavalry Ground, Lahore, Punjab",-,3 Marla,-
11159,Flat,PKR35 Thousand,"Cavalry Ground, Lahore, Punjab",-,3 Marla,-
11160,House,PKR1 Lakh,"Bahria Town, Lahore, Punjab",4,5 Marla,3
11161,Upper Portion,PKR50 Thousand,"PIA Housing Scheme, Lahore, Punjab",3,12 Marla,3
11162,Lower Portion,PKR42 Thousand,"OPF Housing Scheme, Lahore, Punjab",3,10 Marla,3
11163,Upper Portion,PKR50 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,3
11164,House,PKR90 Thousand,"Airport Road, Lahore, Punjab",-,12 Marla,-
11165,Flat,PKR35 Thousand,"Cavalry Ground, Lahore, Punjab",-,3 Marla,-
11166,Lower Portion,PKR75 Thousand,"Bahria Town, Lahore, Punjab",3,8 Marla,2
11167,Flat,PKR40 Thousand,"Cavalry Ground, Lahore, Punjab",-,3 Marla,-
11168,House,PKR35 Thousand,"Cavalry Ground, Lahore, Punjab",-,3 Marla,-
11169,Upper Portion,PKR55 Thousand,"Gulshan-e-Ravi, Lahore, Punjab",3,10 Marla,3
11170,Room,PKR10 Thousand,"Judicial Colony, Lahore, Punjab",1,2 Marla,1
11171,Flat,PKR20 Thousand,"Eden, Lahore, Punjab",1,3 Marla,3
11172,House,PKR1.3 Lakh,"Johar Town, Lahore, Punjab",5,12 Marla,4
11173,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",-,1.6 Kanal,-
11174,Flat,PKR70 Thousand,"Askari, Lahore, Punjab",5,12 Marla,4
11175,House,PKR55 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
11176,House,PKR62 Thousand,"Johar Town, Lahore, Punjab",4,5 Marla,3
11177,Upper Portion,PKR35 Thousand,"Military Accounts Housing Society, Lahore, Punjab",3,8 Marla,3
11178,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
11179,Upper Portion,PKR60 Thousand,"Paragon City, Lahore, Punjab",3,12 Marla,3
11180,Lower Portion,PKR32 Thousand,"Johar Town, Lahore, Punjab",1,5 Marla,1
11181,Lower Portion,PKR60 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
11182,Upper Portion,PKR1.6 Lakh,"Garden Town, Lahore, Punjab",4,2 Kanal,4
11183,Flat,PKR60 Thousand,"Garden Town, Lahore, Punjab",3,5.3 Marla,3
11184,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
